TotalBsmtSF,YearBuilt,BsmtFinType1,GrLivArea,GarageArea,LotArea,BsmtExposure,GarageFinish,2ndFlrSF
1501,1959,ALQ,1801,484,15602,No,Fin,0.0
855,1974,ALQ,1322,440,2308,No,Unf,
960,1952,Unf,1960,400,7596,No,Unf,1000.0
777,1993,,1911,471,9554,No,RFn,846.0
1218,2009,GLQ,1218,676,7862,No,Fin,0.0
689,1928,Rec,1378,360,9600,No,Unf,689.0
1041,1959,ALQ,1041,270,9600,No,RFn,0.0
1008,1951,BLQ,1363,288,14559,No,Unf,0.0
1368,2005,Unf,1368,474,6792,No,,0.0
864,1958,BLQ,864,624,9100,No,,0.0
1084,1983,ALQ,1080,484,9187,No,Unf,
768,1926,Unf,789,200,10594,No,Unf,0.0
2006,2009,GLQ,2020,900,12220,No,Fin,0.0
689,1972,Unf,2119,583,10448,No,,741.0
1264,1996,Unf,2344,889,10208,No,RFn,1067.0
794,1998,GLQ,1796,546,9531,Mn,RFn,914.0
1276,1926,Unf,2080,282,10918,No,Unf,804.0
0,1900,None,1294,0,10800,None,None,600.0
1244,1957,Rec,1244,336,11988,No,Unf,0.0
1004,1947,ALQ,1664,420,5000,No,,
3138,2007,GLQ,4676,884,40094,Gd,Fin,1538.0
1379,1996,,2398,834,11787,No,Fin,1015.0
1257,2005,Unf,1266,453,7500,No,Unf,0.0
928,1956,Rec,928,252,13300,No,Unf,0.0
1452,2008,GLQ,2713,858,14948,Av,Fin,1237.0
528,1920,,605,0,9098,Mn,,0.0
2035,1957,Rec,2515,484,32668,No,,0.0
1461,1988,GLQ,1509,600,10200,Av,RFn,0.0
611,1920,Unf,1362,502,6155,Mn,Fin,611.0
0,1955,None,827,392,7200,None,,0.0
0,1946,None,334,0,5000,None,None,0.0
707,2004,Unf,1414,403,9056,Av,Fin,707.0
1117,1910,GLQ,1347,0,7000,Gd,None,527.0
880,1998,Unf,1724,527,8924,Av,Fin,844.0
864,1972,BLQ,864,576,12735,No,Unf,0.0
1051,1968,BLQ,1159,336,11553,No,Unf,0.0
1581,2001,GLQ,1601,670,11423,Av,RFn,0.0
1838,2006,GLQ,1838,765,14601,Av,,0.0
969,2000,Unf,2285,648,11000,No,Fin,1288.0
1650,1998,LwQ,1680,583,10140,No,Fin,0.0
723,1998,GLQ,767,367,4058,Av,Fin,0.0
654,2006,GLQ,1496,426,17104,Av,RFn,
1204,1988,GLQ,2183,786,13837,No,Unf,806.0
1065,1923,Rec,1635,440,8737,No,Unf,720.0
768,1970,ALQ,768,624,7244,Av,Unf,0.0
825,1955,LwQ,825,720,8235,No,RFn,0.0
912,2003,Unf,2094,615,9375,No,Fin,1182.0
1069,1977,ALQ,1069,440,4043,No,RFn,0.0
928,1957,Rec,928,288,6000,No,Fin,0.0
1709,2006,Unf,1717,908,11146,Av,RFn,0.0
0,1949,None,1126,520,8777,None,Fin,0.0
998,2003,GLQ,2046,871,10625,No,RFn,1040.0
993,1922,Unf,1048,280,6380,No,Unf,
1092,1957,Rec,1092,299,14850,No,Fin,0.0
637,1920,Rec,1336,570,11040,No,Unf,439.0
729,1996,GLQ,1446,406,21872,Gd,Unf,717.0
1374,2003,Unf,1557,420,3196,Gd,Fin,0.0
1392,1957,,1392,528,11341,No,Unf,0.0
1389,1974,ALQ,1389,418,10010,Av,RFn,0.0
996,1940,BLQ,996,0,13907,No,None,0.0
1163,1918,Unf,1674,396,21780,Mn,Fin,511.0
1095,1992,GLQ,2295,590,13346,No,RFn,1129.0
806,1915,Unf,1647,216,6858,No,Unf,806.0
1122,2005,Unf,2504,656,11198,No,Fin,1370.0
1517,2004,GLQ,1535,532,10171,No,RFn,0.0
1496,1983,GLQ,2132,612,12327,Gd,Fin,636.0
943,1979,GLQ,943,600,7032,Gd,Unf,0.0
1728,1965,LwQ,1728,576,13101,No,Unf,0.0
864,1959,,864,288,7332,No,Unf,
846,2009,Unf,1692,650,13159,Av,RFn,846.0
384,2000,,1430,400,9967,No,RFn,656.0
372,1971,ALQ,1109,288,10500,Av,Unf,533.0
832,1947,Rec,1216,336,8480,No,Unf,384.0
861,1928,Unf,1477,216,6292,No,Unf,600.0
1164,1966,LwQ,1320,564,11777,Av,,0.0
689,2007,Unf,1392,540,3604,No,Unf,689.0
1050,1954,Unf,1795,352,12150,No,Unf,745.0
1144,1960,BLQ,1429,572,14585,No,Unf,0.0
2042,2008,,2042,1390,12704,No,RFn,0.0
816,1990,GLQ,816,0,11841,Av,None,0.0
1237,1893,Unf,2775,880,13500,No,Unf,
884,1935,,1573,240,6120,No,Unf,584.0
1868,2005,GLQ,2028,880,11443,Gd,RFn,0.0
816,1918,Rec,838,275,10267,Mn,Fin,0.0
840,1982,ALQ,860,528,8740,Av,Unf,0.0
1437,1968,GLQ,1473,452,25095,Gd,Unf,0.0
742,1930,Unf,935,308,9100,No,Unf,0.0
770,2004,GLQ,1582,520,8320,No,RFn,812.0
1722,2008,GLQ,2296,842,13478,Gd,RFn,568.0
816,1982,,816,816,6600,No,Fin,0.0
848,2003,GLQ,848,420,4435,Av,,0.0
924,1975,Unf,924,280,7990,No,Unf,0.0
1814,2005,GLQ,1826,758,11302,Gd,,0.0
684,1910,Unf,1368,216,3600,No,Unf,684.0
1258,2006,Unf,1402,648,3922,Av,Fin,0.0
1430,1977,ALQ,1647,621,12984,Mn,Fin,0.0
716,1980,,1556,452,1950,No,Fin,840.0
1058,2005,GLQ,1904,736,10927,Av,Fin,846.0
780,1937,,1375,544,9000,No,Unf,595.0
908,1992,GLQ,1915,506,10041,Mn,Fin,988.0
600,2004,Unf,1200,480,3182,No,RFn,600.0
1494,2002,GLQ,1494,530,12803,Mn,RFn,0.0
768,1965,BLQ,1986,486,13600,No,Unf,800.0
1040,1996,GLQ,1040,576,12464,No,,0.0
896,1948,GLQ,2008,230,7800,No,Unf,896.0
965,1934,BLQ,3194,380,12168,Mn,Unf,1254.0
1029,1961,Rec,1029,261,7943,Mn,Unf,0.0
1440,2000,GLQ,2153,736,11050,Mn,Fin,677.0
1032,1978,ALQ,1032,564,10395,Av,Unf,0.0
1299,2001,GLQ,1872,531,11885,Av,RFn,573.0
1120,2007,ALQ,1120,0,8402,No,None,0.0
630,1972,LwQ,630,0,1491,Av,None,0.0
936,1963,GLQ,1054,480,8800,Gd,RFn,0.0
783,2002,GLQ,1509,393,7861,No,Fin,702.0
832,1954,Unf,832,528,7227,No,Unf,0.0
1822,2007,,1828,774,11694,Av,Unf,0.0
1482,2003,GLQ,2262,749,12244,Gd,Fin,780.0
864,1914,BLQ,864,0,8248,No,None,
1522,1974,ALQ,2614,624,10800,No,RFn,1066.0
980,1977,BLQ,980,484,7064,No,Unf,0.0
756,2000,GLQ,1512,440,2117,No,Unf,756.0
732,1972,Rec,1790,484,10400,No,RFn,778.0
1116,1962,Unf,1116,440,10000,No,Unf,0.0
978,1960,Unf,1422,286,12342,No,RFn,0.0
1156,1955,BLQ,1520,364,9600,Av,RFn,0.0
1040,1969,Rec,2080,504,11606,Av,Unf,1040.0
1248,1964,GLQ,1350,520,9020,Gd,RFn,0.0
636,1880,Unf,1750,240,9000,No,Unf,661.0
1554,2006,GLQ,1554,627,4590,Mn,RFn,0.0
1386,1977,ALQ,1411,544,11900,No,Fin,0.0
1056,1954,BLQ,1056,260,9250,No,Unf,0.0
1056,1980,GLQ,1056,576,6979,No,Unf,0.0
1440,1914,LwQ,3395,0,10896,No,None,1440.0
264,1936,Unf,800,0,6120,No,None,0.0
811,1954,Unf,1387,256,6000,No,Unf,576.0
796,1910,Unf,796,0,8777,No,None,0.0
1520,2006,GLQ,1567,648,3982,Av,Fin,0.0
1518,2003,GLQ,1518,588,12677,Gd,RFn,
1057,2001,,1929,650,7050,No,Fin,872.0
1952,1972,,2704,538,13860,Gd,Fin,704.0
780,1969,Rec,1620,462,10793,No,Fin,840.0
1766,2009,GLQ,1766,478,9187,Mn,Fin,0.0
981,1971,ALQ,981,576,10530,No,Unf,0.0
0,1950,None,1048,420,7200,None,Unf,0.0
1094,1953,Rec,1094,495,10452,Mn,,0.0
756,1966,Unf,1839,442,7700,No,Unf,788.0
630,1970,BLQ,630,0,1936,Av,,0.0
813,2007,Unf,1665,562,8125,No,RFn,843.0
755,1940,Unf,1510,296,9084,Mn,,755.0
880,1996,Unf,1716,512,8750,No,RFn,807.0
756,1906,,1469,216,10320,No,Unf,713.0
2109,1995,GLQ,2113,839,10437,Gd,Fin,0.0
525,1971,Unf,1092,264,1680,No,Unf,
1053,1959,ALQ,1053,312,10007,No,RFn,0.0
776,1931,Unf,1502,270,7200,No,RFn,651.0
912,1948,Unf,1458,330,17503,No,Unf,546.0
1486,1964,BLQ,1486,480,9937,No,Fin,0.0
793,1976,Unf,1935,550,12384,No,RFn,793.0
1629,1994,GLQ,2448,711,46589,No,RFn,762.0
1392,1968,Unf,1392,576,13560,No,RFn,0.0
1138,1972,BLQ,1181,588,10012,Av,RFn,0.0
2077,2005,,2097,1134,20896,Mn,Fin,0.0
1406,2000,Unf,1936,504,11194,No,RFn,482.0
1021,1965,LwQ,2380,596,18450,No,Unf,915.0
1408,1994,GLQ,1679,575,8125,No,RFn,0.0
1188,1956,Rec,1437,576,14175,No,Unf,0.0
700,1922,Unf,1180,252,11600,No,Unf,0.0
738,2005,GLQ,1476,540,8633,No,Fin,
672,1925,BLQ,1369,300,6629,No,,672.0
1208,1977,ALQ,1208,546,11250,No,RFn,
1477,1957,GLQ,1839,416,14442,No,Fin,
1136,1965,Rec,1136,384,9200,No,,0.0
855,1978,ALQ,1441,440,2289,No,Unf,586.0
1095,1900,Unf,1774,779,9600,No,Unf,679.0
768,1924,Unf,792,240,9022,No,Unf,0.0
2046,2008,Unf,2046,834,11844,Mn,Fin,0.0
988,1961,Rec,988,572,9945,No,Unf,0.0
923,1980,BLQ,923,264,8012,No,RFn,
793,1932,Rec,1520,281,4500,No,Unf,672.0
1291,1996,GLQ,1291,431,2887,Mn,Unf,0.0
1626,2002,GLQ,1668,702,11248,Av,,0.0
1195,1998,Unf,1839,486,16770,No,Fin,644.0
1190,1984,GLQ,2090,577,5062,Mn,Fin,900.0
874,2007,Unf,1761,578,10207,No,Fin,887.0
551,2004,GLQ,1102,480,5105,No,Unf,551.0
1419,2007,,1419,567,8089,Av,RFn,0.0
1362,2005,ALQ,1362,460,7577,Av,,0.0
848,2004,GLQ,848,420,4426,Gd,RFn,0.0
2444,1994,GLQ,4316,832,21535,Gd,Fin,1872.0
1210,1989,GLQ,2519,628,26178,Gd,RFn,1281.0
1073,1921,Unf,1073,326,5400,No,,0.0
927,1936,Unf,1539,576,6120,No,Unf,472.0
1112,1987,GLQ,1137,551,13811,No,Unf,
616,1921,LwQ,616,205,6000,No,Unf,0.0
980,1952,LwQ,1148,308,6420,Mn,Unf,0.0
894,1965,GLQ,894,336,8450,No,Unf,0.0
1391,2004,,1391,530,4282,Mn,,0.0
1800,2002,GLQ,1800,765,14331,Gd,Fin,0.0
1164,1969,Unf,1164,528,9600,No,Unf,0.0
1234,2006,Unf,2576,666,12438,No,Fin,1312.0
360,1900,Unf,1812,672,7630,No,Unf,
1473,2004,GLQ,1484,606,8400,Av,RFn,0.0
0,1930,None,1092,0,5600,None,None,720.0
1643,1971,GLQ,1824,739,115149,Gd,Unf,0.0
1324,2006,GLQ,1324,550,6240,No,Fin,
728,2007,Unf,1456,400,9018,Av,Fin,728.0
876,1966,Unf,904,408,7162,No,Unf,0.0
270,1935,Unf,729,0,4130,No,,0.0
859,1900,Unf,1178,384,8712,Mn,RFn,319.0
1228,1988,GLQ,1228,472,4671,Mn,Fin,0.0
960,1970,ALQ,960,576,9873,Av,Unf,0.0
725,1976,GLQ,1479,475,13517,No,RFn,754.0
1064,1974,Unf,1350,478,10140,No,RFn,0.0
718,1890,,2554,704,10800,No,Unf,978.0
1176,1973,BLQ,1178,439,10000,No,Unf,0.0
1311,1993,GLQ,2418,983,10542,Gd,RFn,1093.0
971,1969,,971,300,9920,Gd,Unf,0.0
1742,1985,GLQ,1742,564,6563,Gd,RFn,0.0
848,2004,GLQ,848,420,4426,Av,,0.0
864,1970,ALQ,864,463,8120,No,Unf,0.0
941,1954,Unf,1470,548,8172,No,Unf,
1698,2007,GLQ,1698,768,13286,No,,0.0
864,1970,,864,660,6960,No,Unf,0.0
880,1988,GLQ,1680,540,21695,No,Fin,0.0
1232,2007,GLQ,1232,632,7314,Av,,
1584,1958,Unf,1776,888,11475,No,Unf,
780,1925,BLQ,1208,539,6240,No,Unf,0.0
1595,1995,GLQ,1616,608,5389,No,RFn,0.0
868,2003,GLQ,1146,438,9590,Av,,0.0
1153,1998,ALQ,2031,541,11404,Av,Fin,878.0
864,1961,BLQ,1144,264,10000,No,RFn,0.0
948,1968,Unf,948,300,8978,No,Unf,0.0
880,1914,,1768,320,10800,Mn,Unf,888.0
0,1950,,1040,400,8544,None,Unf,0.0
893,2005,Unf,1801,800,10463,No,,900.0
1200,1987,GLQ,1200,0,10800,Gd,None,0.0
864,2004,Unf,1728,572,9313,No,RFn,864.0
264,1910,Unf,1432,360,9600,No,Unf,664.0
912,1961,GLQ,912,288,6768,Mn,,0.0
1349,2000,,1349,539,8450,No,Unf,0.0
520,1963,ALQ,1464,480,12886,Av,RFn,0.0
1337,1993,GLQ,1337,462,5395,No,RFn,0.0
1142,1976,GLQ,2715,831,8963,No,Fin,1540.0
952,2000,GLQ,2256,554,8795,No,Fin,1276.0
1240,1880,Unf,2640,864,11700,No,Unf,1320.0
1720,1996,GLQ,1720,527,10593,No,Fin,
0,1945,None,1529,240,8405,None,Unf,441.0
576,1910,Unf,1140,0,8800,No,None,348.0
660,2003,Unf,1320,400,7750,No,Fin,660.0
1479,1997,GLQ,1494,576,9236,Gd,RFn,0.0
1030,2005,Unf,2098,878,10240,Mn,RFn,1060.0
1026,1969,GLQ,1026,440,7930,No,RFn,
729,1999,GLQ,1471,440,3230,No,Unf,729.0
866,2007,GLQ,1768,578,10769,Av,RFn,902.0
672,1978,Rec,1386,440,11616,Mn,Fin,714.0
744,1999,ALQ,1501,440,2280,No,Unf,
1318,1995,LwQ,2531,752,12257,Av,RFn,1203.0
864,1959,Rec,864,300,9100,No,Unf,0.0
1145,1924,LwQ,1301,440,6911,Mn,Unf,0.0
756,2009,GLQ,1547,614,8640,Mn,Unf,783.0
1252,1999,GLQ,2365,856,9430,Mn,,1097.0
1494,1995,LwQ,1494,481,9549,Av,Fin,0.0
1498,2008,Unf,1506,592,14587,No,,0.0
980,1988,,1714,496,10421,No,Unf,734.0
983,1940,ALQ,1750,423,12508,Mn,Unf,767.0
1860,2004,GLQ,1836,484,9100,No,Fin,0.0
1650,2003,ALQ,3279,841,53504,Gd,Fin,1589.0
858,1982,GLQ,858,576,7252,Av,Unf,0.0
836,1951,LwQ,1220,396,8877,No,Unf,0.0
1029,1976,ALQ,1117,672,7819,Av,,0.0
912,1958,Rec,912,275,10150,No,RFn,0.0
1935,2006,Unf,1973,895,14226,Av,Fin,0.0
1204,1998,GLQ,1204,412,4500,No,,0.0
1614,2005,GLQ,1614,865,11210,Av,RFn,0.0
864,1974,ALQ,894,440,13350,No,Unf,0.0
0,1977,None,2020,630,8400,None,Unf,0.0
975,1977,GLQ,1004,504,10530,Gd,Unf,0.0
1237,1995,Unf,1253,402,7875,No,Fin,0.0
761,1992,ALQ,1603,484,7153,No,RFn,
1413,2001,Unf,1430,605,16285,No,RFn,0.0
1097,1978,GLQ,1110,602,9101,Av,Fin,0.0
742,1914,Unf,1484,0,6300,No,None,742.0
1372,1967,Rec,1342,457,9790,No,Unf,0.0
686,1915,LwQ,1652,416,10800,No,Unf,686.0
956,2004,GLQ,2084,618,10142,No,RFn,1128.0
901,1954,Unf,901,281,6000,No,Unf,0.0
832,1966,LwQ,2087,444,12205,Gd,Fin,1111.0
1145,2005,GLQ,1145,397,3182,No,Fin,0.0
1029,1976,ALQ,1062,539,11333,Av,RFn,0.0
1117,1996,,2013,455,9920,Av,Unf,886.0
1496,2007,Unf,1496,474,9158,Av,,0.0
712,1994,Unf,1895,409,10832,No,Fin,809.0
650,1980,Unf,1564,476,8400,No,Unf,676.0
660,1977,Unf,1285,528,8197,No,RFn,0.0
773,1953,,773,240,7677,No,Unf,0.0
1926,2008,Unf,3140,820,13518,No,Fin,1174.0
731,1937,ALQ,1768,240,7200,No,Unf,787.0
616,1997,GLQ,1688,603,12798,Gd,RFn,1072.0
1196,1916,LwQ,1196,440,4800,No,Unf,0.0
728,2005,GLQ,1456,410,8199,Av,Fin,728.0
1734,2008,Unf,2822,1020,13891,Gd,RFn,1088.0
936,1954,LwQ,1128,286,9000,No,Unf,0.0
1417,2008,,1428,554,12274,No,RFn,0.0
980,1967,,980,384,9750,Av,Fin,
1324,1923,GLQ,1576,528,21384,Gd,RFn,504.0
1024,1966,ALQ,1086,484,13400,Av,RFn,0.0
849,1898,Unf,2138,360,8100,No,Unf,1063.0
1040,1974,ALQ,1309,484,10140,No,RFn,0.0
848,2004,GLQ,848,420,4438,Gd,Fin,0.0
540,1952,Unf,1044,504,8712,Av,Unf,0.0
1442,1958,Rec,1442,301,9750,No,RFn,0.0
686,1918,Unf,1250,280,8248,No,,564.0
1649,1998,Unf,1661,598,12137,No,RFn,0.0
1008,1954,BLQ,1008,275,11425,No,,0.0
1568,2002,GLQ,1689,857,13265,No,RFn,0.0
1010,1971,,1052,440,8816,Av,Unf,0.0
1358,2009,,1358,484,6371,Mn,RFn,
798,2003,Unf,1640,595,7226,No,RFn,
936,1953,Unf,936,576,6000,No,Unf,0.0
847,2003,Unf,1733,433,12394,Gd,Fin,886.0
778,1940,Unf,1489,240,9900,No,Unf,545.0
1489,2006,Unf,1489,776,11216,No,RFn,0.0
2078,2007,GLQ,2084,1220,14803,Av,Fin,
784,1924,ALQ,784,0,6130,No,None,0.0
1454,2001,GLQ,1434,527,8529,No,RFn,0.0
1013,1967,LwQ,2126,538,28698,Gd,Fin,966.0
600,2005,Unf,1223,480,2544,No,RFn,623.0
1392,1957,Rec,1392,458,11900,No,RFn,0.0
600,2005,Unf,1200,480,3180,No,RFn,600.0
941,2003,GLQ,1829,613,9548,No,RFn,888.0
1516,1964,Rec,1516,472,10004,No,RFn,0.0
1144,1961,Rec,1144,456,7875,No,Unf,0.0
1067,1950,BLQ,1067,436,9600,No,Unf,0.0
1559,1948,Rec,1559,812,8100,No,Unf,0.0
483,1973,BLQ,987,264,1680,No,Unf,504.0
1099,1995,Unf,1099,352,9525,No,Unf,0.0
768,1946,BLQ,1200,240,11767,No,Unf,432.0
672,1925,BLQ,1482,400,12155,No,Unf,672.0
650,1904,Unf,1539,686,10440,No,Unf,581.0
1127,1966,Rec,1165,490,9020,Gd,RFn,0.0
1800,1961,Unf,1800,0,8000,No,None,0.0
876,1915,Unf,1416,720,12665,Mn,Unf,540.0
1390,1975,ALQ,1701,611,16647,Gd,Fin,0.0
740,1993,ALQ,1775,425,9317,No,,769.0
864,1972,BLQ,864,338,15523,Av,Unf,0.0
907,1908,Unf,2358,360,45600,No,,1051.0
528,1976,Unf,1855,512,9600,No,RFn,761.0
848,2003,GLQ,848,420,4435,Av,Fin,0.0
1273,2003,Unf,1456,400,3196,Gd,Fin,0.0
918,1941,Rec,1646,240,7128,No,Unf,728.0
1127,1964,,1445,645,12095,Gd,RFn,0.0
1763,1955,ALQ,1779,454,17920,Mn,Unf,0.0
1040,1962,ALQ,1040,260,6897,No,Unf,0.0
940,1978,GLQ,1026,576,10970,Gd,Unf,0.0
702,1994,Unf,1481,343,8125,No,Fin,779.0
1090,1976,Unf,1370,479,10400,No,RFn,0.0
1054,1968,BLQ,2654,619,11029,Mn,,1142.0
912,1918,Unf,1426,216,7642,No,Unf,514.0
1039,1965,BLQ,1039,504,11625,Mn,Unf,0.0
1040,1984,GLQ,1097,480,9672,No,Unf,
1148,1959,BLQ,1148,672,7931,No,Unf,0.0
1372,2007,Unf,1372,529,8640,No,Fin,
1002,1970,BLQ,1002,902,8750,No,Unf,0.0
1638,2006,,1646,870,10656,Av,RFn,0.0
1040,1961,ALQ,1120,544,6970,No,RFn,0.0
0,1948,None,2320,672,14762,None,Unf,720.0
1050,1993,GLQ,1949,574,9938,No,Fin,887.0
894,1962,Unf,894,308,6600,No,,0.0
804,1998,GLQ,1682,523,8750,No,RFn,878.0
105,1953,Unf,910,414,8892,Av,Unf,0.0
832,1949,Rec,1268,288,12144,No,Unf,0.0
676,1941,Unf,1131,200,5720,No,Unf,455.0
1184,2007,GLQ,2610,550,9000,Av,Fin,1426.0
1064,1963,ALQ,1040,648,25286,Gd,Unf,0.0
1462,2004,GLQ,2224,738,8834,No,Fin,
1109,1961,ALQ,1155,576,11782,Av,Unf,0.0
864,1978,ALQ,864,336,7000,No,Unf,0.0
1090,2005,ALQ,1090,450,7024,No,Fin,0.0
1156,1990,LwQ,1717,400,13758,Mn,RFn,530.0
808,1992,Unf,1593,389,9636,No,RFn,785.0
795,1912,Unf,2230,440,6204,No,Unf,795.0
892,1967,BLQ,892,288,7150,No,RFn,0.0
1698,1999,GLQ,1709,506,5119,Av,Fin,0.0
1626,1959,LwQ,1712,588,8393,No,Fin,0.0
816,1955,Unf,1393,300,16466,No,Unf,521.0
2217,1970,ALQ,2217,621,15865,Gd,Unf,0.0
1505,1953,,1505,505,12160,No,RFn,0.0
672,1949,,924,576,8064,Mn,Unf,252.0
918,1978,LwQ,1683,440,11184,No,RFn,765.0
1059,1963,GLQ,1068,264,8414,No,RFn,0.0
1383,1954,BLQ,1383,354,13284,Mn,,0.0
0,1979,None,1535,400,7018,None,Unf,0.0
780,1963,BLQ,1796,483,7056,No,RFn,813.0
951,1936,ALQ,951,327,8765,No,Unf,0.0
0,1979,None,2240,528,7018,None,Unf,1120.0
2330,2009,GLQ,2364,820,12919,Gd,Fin,0.0
912,1961,BLQ,1236,288,6993,No,Unf,0.0
858,1971,ALQ,858,684,7340,No,Unf,0.0
992,1957,BLQ,1306,756,8712,Mn,Unf,0.0
783,2003,Unf,1509,393,7875,No,Fin,702.0
1670,2006,Unf,1670,690,14859,No,RFn,0.0
876,1967,GLQ,902,288,6173,No,Unf,0.0
1056,1954,Rec,1063,280,9920,No,RFn,0.0
1623,2006,GLQ,1636,865,13501,No,RFn,0.0
1017,1936,Rec,2057,180,11500,No,Fin,1037.0
864,1983,BLQ,902,484,8885,Av,Unf,0.0
742,2005,Unf,1484,390,12589,No,Fin,742.0
1105,1960,Rec,2274,480,11600,No,,1169.0
1268,1977,ALQ,1268,252,9286,Av,Unf,0.0
768,1925,Rec,1015,450,6120,No,Unf,0.0
1001,1949,BLQ,2002,871,6270,No,Unf,1001.0
612,2009,GLQ,1224,528,3000,Av,RFn,612.0
546,1970,Unf,1092,286,2001,No,Unf,546.0
480,1949,BLQ,480,308,9000,Av,,0.0
1134,1956,ALQ,1229,284,17140,No,RFn,0.0
1104,1991,BLQ,2127,833,13125,Mn,RFn,1215.0
1184,1958,ALQ,1414,601,11029,No,Unf,0.0
928,1994,GLQ,1721,471,8462,No,,785.0
1272,1900,ALQ,2200,0,8777,No,None,928.0
1316,2005,GLQ,1316,397,10237,No,Fin,0.0
1604,1993,LwQ,1617,533,8012,No,,0.0
1686,1980,BLQ,1686,612,10240,No,Unf,0.0
1126,1977,ALQ,1126,540,15611,Av,RFn,0.0
1181,2003,Unf,2374,656,11999,No,Fin,1140.0
832,1968,BLQ,1978,486,9900,No,RFn,880.0
1753,2001,Unf,1788,522,11838,Av,RFn,0.0
964,1997,Unf,2236,642,13006,No,Fin,1243.0
1466,2007,GLQ,1466,610,8925,Av,Fin,
925,1965,BLQ,925,429,9100,No,Unf,0.0
1905,2006,Unf,1905,788,11670,No,Fin,0.0
1500,2004,GLQ,1500,570,8487,Av,RFn,0.0
585,1960,GLQ,2069,505,27650,Gd,RFn,0.0
600,1926,Unf,747,528,5825,Mn,Unf,0.0
1176,2003,,1200,555,10083,No,RFn,0.0
1113,2005,GLQ,1971,689,9675,Mn,RFn,858.0
1391,2006,GLQ,1962,868,8760,Mn,RFn,571.0
1032,1940,Unf,2403,349,24090,Mn,Unf,1196.0
1728,1976,Rec,1728,574,12640,Gd,Unf,0.0
992,1999,ALQ,2060,390,8755,No,RFn,1038.0
1440,1977,,1440,0,7711,Gd,None,0.0
1632,1967,Unf,1632,576,25000,Av,Unf,0.0
819,1958,GLQ,1344,525,14375,No,RFn,0.0
1088,1890,LwQ,1869,456,8820,No,Unf,561.0
1144,1959,,1144,796,8163,Av,RFn,0.0
1616,2002,GLQ,1629,808,14536,Av,Fin,0.0
936,2002,Unf,1776,474,14006,None,RFn,840.0
1161,1972,ALQ,1381,676,9360,No,,0.0
864,1950,ALQ,864,720,7200,No,RFn,0.0
828,1965,BLQ,965,300,7800,No,Unf,0.0
768,1972,,768,396,7200,Av,Fin,0.0
784,1969,,1968,530,11075,Av,RFn,800.0
945,1975,,980,0,9400,Gd,None,0.0
979,1946,Rec,1958,492,7136,No,Unf,979.0
561,1980,ALQ,1229,462,1300,No,Fin,668.0
1057,1962,Rec,1057,576,7420,No,Fin,0.0
1337,2003,GLQ,1337,531,8450,Mn,RFn,0.0
696,1999,ALQ,1416,484,2572,No,Unf,720.0
858,1958,BLQ,858,0,7207,Gd,None,0.0
1330,1977,ALQ,2872,619,12227,No,Fin,1330.0
804,1976,,1548,440,2308,No,Unf,744.0
1800,2007,Unf,1800,702,11923,No,Fin,0.0
817,2002,GLQ,1894,510,11316,No,,1070.0
783,2005,,1484,393,10237,No,Fin,701.0
728,1940,Rec,1308,256,9600,No,Unf,332.0
1098,1955,ALQ,1098,260,7390,No,,0.0
600,1910,Unf,968,0,5925,No,None,
588,1958,ALQ,1095,264,10382,Gd,,0.0
720,1949,Unf,1192,0,10800,No,None,472.0
764,2003,GLQ,1626,474,2268,No,RFn,862.0
918,1979,Unf,918,264,7892,No,Unf,0.0
1428,2007,Unf,1428,480,11639,No,Fin,0.0
728,1910,Unf,2019,532,11414,No,Unf,883.0
673,2000,GLQ,1382,490,2651,No,Unf,709.0
440,1923,Unf,869,0,5900,No,None,0.0
1241,2006,GLQ,1241,569,4274,No,,0.0
894,1954,,894,400,9450,No,Unf,0.0
1121,1963,Rec,1121,480,8816,No,Unf,0.0
944,1961,ALQ,999,588,12122,Av,RFn,0.0
1225,1998,GLQ,2612,676,12203,No,Fin,1336.0
1266,2007,Unf,1266,388,3182,Av,Fin,0.0
1128,2002,Unf,2290,779,11250,Mn,Unf,1141.0
0,1977,None,1734,539,10125,None,Unf,432.0
1164,1950,ALQ,1164,240,10880,No,Unf,0.0
485,1910,Unf,1635,255,5310,No,Unf,634.0
1930,2009,GLQ,1940,606,10159,Av,Fin,0.0
848,1976,LwQ,2030,551,12046,No,Fin,912.0
770,2006,Unf,1576,614,8125,No,RFn,798.0
1396,1997,GLQ,2392,870,9452,No,Fin,985.0
916,1882,BLQ,1742,424,17671,No,Unf,826.0
822,1964,BLQ,1851,440,9760,Gd,RFn,831.0
750,2005,Unf,1500,564,8846,No,RFn,750.0
1700,2006,GLQ,1718,786,12456,Gd,Fin,
747,1946,ALQ,1230,305,4712,No,Unf,456.0
1050,1961,Rec,1050,368,10659,No,Unf,0.0
1442,1970,Unf,1442,615,11717,No,RFn,0.0
1007,1922,Unf,1077,210,9786,No,Unf,0.0
1187,2006,GLQ,1208,632,6762,Av,RFn,0.0
0,1952,None,944,528,10206,None,Unf,0.0
691,1920,Unf,691,216,5400,No,Unf,0.0
1574,2006,GLQ,1574,824,11957,No,RFn,0.0
1680,1976,Unf,1680,528,11500,No,Unf,0.0
1346,2005,GLQ,1504,457,3182,No,Fin,0.0
985,1977,GLQ,985,328,8385,Av,Unf,0.0
1657,1970,LwQ,1657,484,12155,No,Unf,0.0
